person_id,age,gender,region,annual_income,credit_score,loan_amount,monthly_expense,savings_balance,investment_amount,employment_status,marital_status,home_ownership,credit_card_usage,num_credit_cards,loan_purpose,employment_years,debt_to_income_ratio,late_payment_history,savings_rate,housing_market_exposure,stock_market_exposure,bankruptcy_history,monthly_loan_installment,loan_default
FIN_f8831f2802,76,Female,East,32397,628,39789,3399,6612,73759,Self-Employed,Divorced,Rent,33,5,Car,33,0.14,7,0.19,148542,146914,Yes,1579,0
FIN_128c2d2186,59,Male,North,19914,669,24602,3231,112,70362,Employed,Widowed,Rent,16,5,Car,18,0.83,9,0.16,14306,69666,No,859,1
FIN_ba63641fcd,77,Female,North,27355,544,9568,1482,23828,71390,Retired,Divorced,Rent,86,1,Business,38,0.15,3,0.09,92879,400973,No,1849,0
FIN_d7dd56c161,32,Other,South,60982,483,27727,1114,33693,73920,Retired,Single,Mortgage,40,1,Car,6,0.87,3,0.15,144854,282181,No,886,0
FIN_953831e4e0,79,Female,South,103453,732,21650,9,12224,48418,Employed,Widowed,Own,5,4,Business,17,0.6,4,0.28,114814,184812,No,760,0
FIN_fa1a01b54f,79,Female,North,88005,747,8405,1003,16275,20410,Employed,Single,Own,2,1,Personal,36,0.11,7,0.1,140355,201334,No,636,0
FIN_d067e550a1,64,Male,South,41274,635,20787,1990,29248,39984,Employed,Widowed,Own,71,5,Business,9,0.56,3,0.25,72604,261844,No,236,1
FIN_a52238f800,79,Male,South,54206,634,11222,1793,26588,36902,Employed,Single,Rent,26,3,Education,34,0.24,4,0.11,80152,294274,Yes,2069,0
FIN_6fb2855fcb,68,Female,West,54436,652,20804,513,1739,31969,Self-Employed,Widowed,Mortgage,60,3,Business,38,0.62,5,0.22,62024,177082,No,1445,0
FIN_d8338a3cd3,72,Female,South,65077,576,35349,585,30116,28820,Self-Employed,Single,Mortgage,96,1,Business,34,0.43,4,0.15,142755,367487,No,1107,0
FIN_a8dd8895a1,81,Female,North,53421,611,11271,653,13189,29914,Self-Employed,Married,Rent,16,4,Business,3,0.31,7,0.29,168453,283112,No,1151,0
FIN_be81966116,20,Female,South,77937,801,13227,3888,22610,46700,Self-Employed,Widowed,Mortgage,59,2,Home,12,0.11,3,0.27,192905,180885,No,725,0
FIN_5905f8fc7b,68,Female,West,88595,639,39497,3495,27363,92347,Employed,Single,Own,46,5,Business,4,0.15,4,0.07,83222,154321,No,1262,0
FIN_cd9e0ffd53,24,Male,North,106383,578,21454,4021,25664,62216,Unemployed,Single,Rent,58,5,Personal,27,0.48,4,0.08,127326,137014,No,585,0
FIN_334cf6ef0d,38,Female,West,7936,553,-6664,4771,19933,62854,Retired,Married,Own,5,2,Education,21,0.34,1,0.23,183952,372766,No,724,1
FIN_fb3442bed6,56,Male,East,49185,483,26687,3370,-3251,55615,Unemployed,Single,Rent,96,4,Car,31,0.53,5,0.04,95544,224620,Yes,1418,0
FIN_12f8e6059b,35,Male,South,53607,603,9271,5048,10517,64263,Self-Employed,Married,Mortgage,47,4,Personal,37,0.55,7,0.22,143591,143384,No,1180,0
FIN_86d84188b3,21,Female,North,84474,484,26549,3614,338,19654,Unemployed,Single,Own,69,5,Education,1,0.78,1,0.07,77783,305246,No,10,0
FIN_d8484ee885,77,Female,South,64122,638,25652,1772,26269,11301,Unemployed,Widowed,Own,32,3,Education,10,0.56,0,0.2,60121,233370,No,1431,0
FIN_3dfaee15d4,31,Male,North,69227,647,31798,3055,-3177,39695,Employed,Divorced,Rent,23,5,Home,21,0.36,9,0.21,49016,217159,Yes,900,0
FIN_ee6f93b173,26,Male,North,4514,425,16811,2423,41441,59874,Employed,Divorced,Mortgage,17,3,Car,12,0.73,8,0.06,-35055,172746,No,1234,0
FIN_c7548b0dac,70,Female,North,34985,484,5927,2690,9310,55579,Employed,Divorced,Own,38,2,Personal,38,0.49,1,0.2,110182,80817,No,1437,0
FIN_80f67efdb3,19,Female,North,78180,598,29963,3264,10338,53134,Employed,Widowed,Rent,24,2,Personal,28,0.49,9,0.18,102445,117308,No,983,0
FIN_1af6549056,77,Female,East,33571,554,25444,875,43792,48187,Self-Employed,Divorced,Rent,11,2,Business,37,0.22,4,0.26,110618,80746,No,1033,0
FIN_8cd6a2b3d0,88,Female,West,25758,610,13783,2098,35585,49562,Unemployed,Divorced,Own,7,2,Business,38,0.6,7,0.14,109175,212361,No,987,0
FIN_d919861e12,61,Male,East,54350,595,27257,5714,26488,38496,Self-Employed,Married,Mortgage,7,4,Education,1,0.69,5,0.06,101479,123507,No,306,0
FIN_fc7b560574,25,Male,West,70515,772,25082,1639,6018,9204,Unemployed,Single,Own,20,2,Car,31,0.19,5,0.22,54523,47658,No,1068,0
FIN_a64f71dae6,64,Female,North,57714,579,23549,4841,25996,29433,Retired,Widowed,Own,73,3,Home,9,0.38,1,0.11,113317,245558,No,1215,0
FIN_f8b6290501,52,Female,North,50332,729,10150,1811,5615,68413,Employed,Widowed,Mortgage,43,1,Personal,5,0.89,5,0.11,91564,52997,No,670,0
FIN_c9b45d41d1,53,Male,West,57127,685,5158,4972,27547,18965,Employed,Widowed,Mortgage,5,3,Home,21,0.49,9,0.13,225071,122018,No,498,0
FIN_f26d3b0819,67,Male,North,63126,587,5911,2520,-1248,45574,Unemployed,Single,Mortgage,14,4,Car,26,0.8,1,0.18,113371,107297,No,1472,0
FIN_ccd706483a,21,Male,West,61158,814,18510,2872,20501,63106,Self-Employed,Married,Mortgage,60,5,Car,33,0.18,5,0.01,70593,174267,Yes,1152,0
FIN_24eda3de23,19,Female,East,43093,808,5822,3067,28855,36381,Retired,Widowed,Mortgage,56,2,Home,9,0.51,4,0.28,138245,288268,No,1538,0
FIN_1433c4c634,23,Male,South,25721,795,25312,3024,12824,46774,Unemployed,Married,Rent,66,4,Business,27,0.76,7,0.11,130996,142610,No,1143,0
FIN_20ecbad795,71,Male,East,64821,728,12441,1342,23368,49263,Retired,Widowed,Mortgage,55,3,Business,26,0.54,4,0.3,142000,244375,No,1004,0
FIN_6ee3e80600,21,Female,South,66088,681,5442,2818,39946,80483,Employed,Divorced,Rent,55,5,Home,32,0.77,5,0.26,169046,162913,No,706,0
FIN_1b0cfd21b0,71,Male,East,35033,686,8669,2849,23970,43200,Retired,Single,Own,56,5,Home,6,0.23,8,0.13,152247,346327,No,2129,0
FIN_51c73bb04a,66,Female,South,101181,772,29369,2421,12424,6901,Employed,Married,Own,82,5,Education,10,0.39,6,0.18,63078,201662,No,1274,0
FIN_08b6a6fdd3,35,Female,East,64722,541,13627,5131,19198,72795,Unemployed,Divorced,Own,29,5,Education,23,0.79,3,0.14,96258,160776,No,386,1
FIN_59c105377d,61,Female,East,72731,868,17574,3238,5917,40499,Unemployed,Widowed,Mortgage,91,1,Car,16,0.53,9,0.13,83498,285136,No,730,0
FIN_7048342033,51,Female,South,84418,576,1694,5457,20533,53267,Retired,Widowed,Own,46,5,Home,15,0.28,4,0.25,67868,347615,No,462,0
FIN_941a302d8c,79,Female,West,73932,708,6960,5584,50513,49102,Self-Employed,Divorced,Rent,63,1,Car,10,0.52,4,0.06,112994,217145,No,1677,0
FIN_40a1561ce7,31,Female,East,103974,693,17816,2294,19087,40270,Unemployed,Divorced,Rent,76,4,Home,33,0.12,4,0.15,52628,269991,No,738,0
FIN_70e2344af6,65,Male,South,33468,478,30098,4030,55475,40761,Self-Employed,Single,Mortgage,32,4,Personal,1,0.14,1,0.29,120997,188744,No,1447,0
FIN_d538224744,32,Male,North,46081,473,24111,4741,-8586,48394,Retired,Divorced,Mortgage,18,3,Personal,20,0.21,3,0.17,38458,254298,No,1098,0
FIN_e9427f03ef,89,Male,South,93315,612,22723,1086,12442,49215,Self-Employed,Divorced,Own,75,5,Business,38,0.67,3,0.04,121715,206303,No,1286,0
FIN_862812828a,79,Male,South,133953,712,16570,5320,-884,55153,Unemployed,Married,Rent,83,1,Home,32,0.11,7,0.14,20193,260116,No,664,0
FIN_bdbd64c1a7,57,Other,East,67616,636,12951,881,-276,47770,Employed,Married,Rent,65,5,Home,22,0.54,6,0.17,112798,252087,No,1687,0
FIN_4d76509bcc,70,Male,West,35639,694,17153,1925,43224,21500,Retired,Divorced,Own,53,4,Business,34,0.66,3,0.23,95385,391483,Yes,377,0
FIN_1ec59df5a2,41,Female,East,58278,682,14394,368,7069,68199,Self-Employed,Divorced,Own,20,3,Home,2,0.57,5,0.18,73756,209412,No,1609,0
FIN_d8c9f91b5e,43,Male,West,50448,684,12318,3183,29626,37907,Employed,Widowed,Rent,28,5,Personal,5,0.69,5,0.04,126553,73449,Yes,115,0
FIN_425b96ce51,77,Female,North,86339,543,19080,3109,32220,50662,Employed,Widowed,Mortgage,21,5,Education,2,0.25,0,0.04,65766,82473,No,1471,1
FIN_295db7fc43,58,Female,East,89641,823,28131,2169,1739,62571,Unemployed,Widowed,Rent,43,5,Personal,15,0.76,5,0.03,62050,132358,No,1177,1
FIN_c2997feae3,46,Female,North,107823,629,16452,994,-15763,26966,Unemployed,Single,Rent,55,1,Car,17,0.4,4,0.12,91429,150498,No,-60,0
FIN_96e49c6be7,32,Male,West,80686,617,37513,2417,16344,60899,Unemployed,Divorced,Mortgage,51,2,Personal,11,0.15,2,0.23,71699,98580,No,307,0
FIN_9aea144719,62,Male,South,97007,596,12522,40,22705,55176,Retired,Widowed,Own,43,5,Home,30,0.5,1,0.16,100159,257887,No,478,0
FIN_f67a621893,82,Other,North,66690,377,17529,3224,23868,39529,Self-Employed,Married,Mortgage,25,5,Education,16,0.48,9,0.23,215265,183906,No,411,0
FIN_a1e30c87cb,88,Male,North,22548,772,20253,3393,25485,51101,Retired,Widowed,Mortgage,51,3,Car,0,0.2,3,0.16,99258,104056,No,946,0
FIN_9044c0e318,26,Female,East,76154,836,21212,4153,-980,44978,Self-Employed,Married,Own,45,5,Education,3,0.87,8,0.06,145743,315058,No,836,0
FIN_2ee6606293,18,Male,North,43122,640,22981,1116,-5104,22720,Self-Employed,Widowed,Own,58,2,Home,12,0.59,6,0.01,63693,182374,No,828,1
FIN_1e3ab6cb98,25,Male,North,85327,630,11477,1974,32614,56743,Retired,Divorced,Rent,80,3,Car,2,0.79,7,0.26,72206,-4568,Yes,678,0
FIN_afdd803390,80,Female,East,82045,754,28376,3148,5879,17583,Unemployed,Divorced,Own,53,2,Personal,26,0.61,4,0.05,126081,178123,No,1383,0
FIN_f326c3d6bb,28,Male,South,83976,636,13315,3865,39092,53377,Retired,Widowed,Mortgage,28,1,Car,37,0.75,5,0.26,25252,270656,No,716,0
FIN_b68dc09c72,25,Male,East,78940,821,20240,2101,31632,40655,Self-Employed,Single,Rent,95,1,Education,18,0.84,1,0.1,221706,272550,No,1565,0
FIN_0ed0cdac6d,52,Male,West,4726,700,20410,2187,19384,46441,Unemployed,Single,Own,6,2,Car,27,0.49,9,0.15,116675,86086,No,914,0
FIN_bc609791be,52,Male,West,33792,535,30416,4981,34674,9378,Unemployed,Single,Mortgage,96,4,Home,23,0.71,9,0.23,98979,168279,No,956,1
FIN_741079005d,50,Female,East,10775,611,27018,2372,12118,67010,Self-Employed,Divorced,Own,81,5,Business,2,0.39,0,0.19,105076,207694,No,864,1
FIN_20ebf63617,22,Female,South,43009,760,16208,3971,24948,38113,Unemployed,Married,Mortgage,88,2,Business,10,0.83,4,0.02,28656,280161,Yes,1527,0
FIN_6de6fb23ae,58,Female,North,22704,640,22938,2762,24937,43336,Retired,Single,Mortgage,81,3,Home,0,0.26,9,0.02,63732,313483,No,1023,0
FIN_62f17ecf72,45,Other,North,50989,643,32827,2646,34507,48331,Unemployed,Widowed,Mortgage,63,1,Personal,31,0.66,0,0.11,123689,390820,No,1407,1
FIN_dba362c9ec,24,Male,West,37745,451,22351,4396,7961,37482,Unemployed,Married,Mortgage,90,2,Home,20,0.45,4,0.05,147964,-112535,No,526,0
FIN_8ce6b32bbf,89,Male,North,82568,488,27629,2734,13061,51529,Retired,Divorced,Mortgage,41,5,Car,31,0.9,1,0.02,42724,315655,No,1288,0
FIN_43410ca251,29,Male,West,96006,758,30546,2593,22319,58964,Unemployed,Married,Rent,30,3,Business,2,0.19,6,0.01,83070,305215,No,728,0
FIN_742fb075f3,51,Male,South,61343,684,34734,6269,20012,61526,Retired,Divorced,Mortgage,52,3,Car,5,0.23,1,0.13,51215,72171,No,72,0
FIN_5fd370ee9f,50,Female,North,59774,678,26396,3113,-5500,69680,Employed,Widowed,Rent,99,3,Business,5,0.22,7,0.06,71494,125286,Yes,1060,0
FIN_8f2f7c65dd,65,Male,East,49799,606,17502,3070,26419,72114,Self-Employed,Divorced,Mortgage,60,4,Home,11,0.82,2,0.04,40313,381309,No,2121,1
FIN_1dea1cb859,40,Female,East,18208,546,10891,3751,49550,91800,Employed,Widowed,Rent,84,3,Car,24,0.68,1,0.02,54948,127541,No,766,0
FIN_8a38f78bd8,79,Female,South,46231,679,29611,2366,6127,27341,Retired,Divorced,Own,25,2,Education,35,0.53,4,0.06,65330,341923,No,957,1
FIN_000ddf51da,54,Male,East,59007,722,10750,-71,29918,55366,Self-Employed,Single,Own,71,3,Car,24,0.84,1,0.05,112031,114672,No,1302,0
FIN_00cef564ee,61,Male,South,60369,583,10329,3152,6571,45354,Retired,Single,Rent,92,2,Education,35,0.56,1,0.13,-7600,220901,Yes,935,0
FIN_d57bc4617f,52,Male,North,114555,807,33399,2786,21436,27314,Self-Employed,Married,Own,89,5,Personal,27,0.88,9,0.29,61736,224105,No,816,0
FIN_866bbd72ce,82,Male,South,52561,578,37886,3822,17130,72087,Retired,Single,Rent,22,3,Business,25,0.25,5,0.22,116721,241683,No,838,1
FIN_a22526828b,64,Male,East,95407,610,19548,2901,18153,26993,Retired,Married,Rent,65,3,Personal,9,0.52,9,0.03,118772,162138,No,1402,0
FIN_0a9dea1106,20,Female,North,86783,722,17874,429,5621,39739,Unemployed,Married,Own,47,1,Home,33,0.84,3,0.23,85917,92743,No,471,0
FIN_ae31739a26,18,Male,North,76391,712,42272,2532,29740,64596,Employed,Widowed,Rent,7,5,Personal,35,0.8,8,0.19,189049,202495,No,1598,0
FIN_3513cb9172,22,Male,West,49927,641,21166,3800,40129,65640,Self-Employed,Divorced,Own,36,5,Personal,17,0.25,1,0.21,146338,217516,No,1016,0
FIN_ed60d61cb9,31,Male,North,45238,820,22949,5254,10545,29574,Employed,Married,Mortgage,29,1,Business,19,0.24,3,0.07,30000,281149,No,1232,1
FIN_a01086374d,44,Male,West,47828,677,25706,473,-14454,28356,Employed,Single,Own,39,5,Home,36,0.39,9,0.06,127080,154764,No,429,0
FIN_9b9c0e1962,26,Male,East,88826,682,7033,3157,-9290,48800,Unemployed,Married,Rent,93,1,Business,27,0.44,4,0.15,75365,163533,No,1176,0
FIN_2cff176f12,32,Female,West,102646,653,770,5388,23113,29470,Unemployed,Married,Rent,66,2,Personal,7,0.69,4,0.15,121214,123880,No,796,0
FIN_e86c558ec2,59,Female,West,91680,725,31653,1722,3434,61149,Retired,Widowed,Mortgage,60,3,Home,27,0.87,8,0.02,30062,220160,No,425,0
FIN_f31c5ffe48,68,Female,West,55022,647,9929,2565,21163,56561,Retired,Widowed,Mortgage,99,5,Business,31,0.41,8,0.18,104941,182329,Yes,1439,0
FIN_7d3af6ad4b,80,Female,North,55313,633,11747,3448,11674,64712,Employed,Divorced,Own,47,3,Personal,22,0.58,3,0.13,108594,412328,No,1706,0
FIN_8357250d38,69,Female,South,26312,605,23552,3396,40691,49056,Unemployed,Single,Rent,32,3,Education,35,0.77,9,0.28,2461,180295,Yes,741,0
FIN_199afb9803,21,Male,East,54397,658,19078,4105,18573,16392,Employed,Single,Own,49,2,Home,21,0.71,5,0.28,161833,224637,No,205,0
FIN_7dec720639,40,Female,East,64900,586,21289,3076,4837,77803,Self-Employed,Married,Own,12,1,Personal,34,0.58,6,0.02,99556,317000,No,428,0
FIN_ad46f1d961,32,Male,South,49732,676,18163,3453,12250,63572,Self-Employed,Divorced,Mortgage,59,4,Car,15,0.23,0,0.09,25946,176018,No,-41,1
FIN_2ade0e59e6,60,Male,North,66901,609,19210,5256,15994,76601,Self-Employed,Widowed,Rent,80,5,Personal,5,0.3,0,0.27,169269,137708,No,1040,0
FIN_0f162ddd34,46,Female,South,30025,602,27335,4302,16382,930,Employed,Widowed,Mortgage,53,3,Personal,37,0.76,9,0.12,90929,127966,No,2024,0
FIN_5e75af3fe7,53,Female,South,109392,790,20691,2119,7918,8506,Employed,Widowed,Own,9,1,Education,38,0.18,3,0.29,101663,167664,No,554,0
FIN_a47ec1e326,30,Female,South,55156,561,22251,4458,31246,48746,Retired,Widowed,Rent,18,2,Home,36,0.78,9,0.07,122750,165350,No,846,0
FIN_4e8fbe89f2,49,Male,North,60588,698,18451,2928,52771,22301,Unemployed,Divorced,Own,73,5,Car,7,0.25,4,0.29,216920,177949,Yes,1479,1
FIN_aa3c44788d,88,Female,West,77167,725,30443,2678,9372,57220,Employed,Married,Rent,89,3,Business,16,0.66,9,0.21,84650,257200,No,1424,0
FIN_0db4474c22,76,Male,North,50428,620,18844,3488,39908,65380,Employed,Widowed,Mortgage,35,2,Car,33,0.71,0,0.08,151513,242942,No,1211,0
FIN_75c47310d8,45,Female,East,44555,763,-529,2004,38351,86076,Self-Employed,Widowed,Mortgage,63,3,Education,1,0.87,5,0.17,96914,211582,No,530,0
FIN_d1bb776939,83,Male,South,65476,683,18562,3432,22874,20367,Employed,Married,Rent,5,5,Personal,16,0.13,2,0.13,104822,167973,No,767,0
FIN_62354f7ea4,59,Female,South,87357,702,23374,5485,27373,14822,Self-Employed,Divorced,Rent,58,5,Personal,37,0.78,1,0.1,159241,88815,No,1519,0
FIN_bf9fb0e215,62,Female,West,114207,695,11580,3046,21191,90805,Unemployed,Married,Own,30,4,Business,0,0.42,9,0.25,90307,190301,No,847,1
FIN_b0d00f92a3,79,Male,South,82804,468,15464,3296,23162,55649,Retired,Married,Mortgage,89,4,Personal,33,0.38,8,0.17,117030,364189,No,1109,0
FIN_64facf905b,74,Female,West,110639,649,24772,1239,17678,68395,Unemployed,Divorced,Mortgage,14,2,Education,12,0.39,5,0.07,148187,337838,No,344,0
FIN_bc8e1f55cb,23,Male,South,64175,833,14196,3958,4524,29662,Retired,Single,Own,24,1,Personal,2,0.54,7,0.2,100143,146574,No,190,1
FIN_3649077f43,45,Male,North,43766,558,-4144,5755,23910,28098,Unemployed,Married,Own,2,3,Business,26,0.83,5,0.16,46056,141272,Yes,1972,0
FIN_e135d692fe,45,Male,West,70425,518,38136,2486,8909,59205,Retired,Single,Own,77,1,Business,19,0.55,4,0.27,87986,151921,No,1410,0
FIN_8a45e8966b,61,Female,South,39063,624,26808,2241,10135,22077,Retired,Single,Rent,32,4,Education,23,0.67,4,0.11,12499,310800,No,1317,0
FIN_e41a8af692,47,Female,South,68896,647,23494,4762,49108,55375,Employed,Single,Mortgage,95,2,Education,24,0.34,1,0.27,34916,281733,No,1101,1
FIN_1609f77d46,79,Male,West,41721,681,25632,2148,-2375,55721,Self-Employed,Divorced,Rent,55,4,Education,32,0.23,4,0.26,49680,70279,Yes,759,0
FIN_ed3ddc533b,79,Male,South,61912,661,36194,2156,8960,-3315,Self-Employed,Widowed,Own,79,1,Business,17,0.19,0,0.24,34091,230691,No,1751,0
FIN_2a2c064af2,18,Female,East,68411,758,16316,3151,15768,61534,Employed,Divorced,Mortgage,19,1,Car,13,0.68,6,0.05,141988,135565,No,1090,0
FIN_1a4b3aeba6,44,Male,West,64819,710,30242,4583,19510,20256,Retired,Single,Own,3,3,Education,10,0.48,2,0.22,88885,101259,No,1215,0
FIN_c32781d9b0,79,Male,North,71491,739,3767,4684,25378,70385,Unemployed,Single,Own,48,3,Business,27,0.82,9,0.12,145347,197332,No,1097,0
FIN_8cb16d0a44,20,Male,South,100017,654,31522,5097,40515,55596,Retired,Widowed,Rent,0,3,Business,11,0.24,2,0.03,104227,209879,No,1231,0
FIN_8bb18c8f53,87,Female,North,24293,816,36885,2548,17564,71201,Unemployed,Widowed,Rent,16,3,Car,33,0.37,1,0.07,96257,136975,No,660,0
FIN_a389d4f179,89,Female,North,91272,568,19718,2180,19333,60358,Employed,Divorced,Own,8,2,Education,20,0.31,1,0.19,125254,87275,No,1797,1
FIN_b5e1008481,44,Male,East,82552,487,17477,1682,14955,20658,Self-Employed,Single,Own,2,1,Personal,29,0.6,8,0.2,155785,333246,No,417,0
FIN_464e5cee41,26,Male,West,43565,628,11532,2643,45921,-11024,Self-Employed,Single,Mortgage,6,1,Car,26,0.58,0,0.16,101869,225339,No,204,0
FIN_81ba26e890,79,Female,West,49809,631,20822,1594,9476,32542,Self-Employed,Divorced,Own,98,5,Car,30,0.77,6,0.14,144586,256738,No,325,0
FIN_ef86126d26,54,Male,West,69979,747,3373,4993,-11938,48375,Employed,Divorced,Mortgage,38,4,Personal,5,0.8,8,0.05,59625,111052,No,883,0
FIN_c258c3819a,68,Other,West,30439,588,14831,6069,73058,75467,Retired,Divorced,Mortgage,21,4,Personal,15,0.61,1,0.2,182601,16139,No,911,0
FIN_16235bba3f,61,Male,North,70608,904,19958,2285,8267,30057,Self-Employed,Widowed,Own,82,3,Business,34,0.27,3,0.2,166474,248064,Yes,639,0
FIN_2d4ed27fc4,41,Male,South,91383,582,9123,1764,28189,48295,Unemployed,Widowed,Rent,13,4,Personal,18,0.37,8,0.04,126969,116766,No,372,0
FIN_f985bd40dd,76,Male,South,50307,574,13102,1134,7614,33573,Self-Employed,Widowed,Rent,22,2,Education,4,0.72,5,0.1,155867,153736,No,152,0
FIN_49de5e32f6,49,Female,South,56320,544,22607,-832,25512,61689,Retired,Divorced,Rent,19,5,Car,10,0.3,4,0.21,117121,102052,No,741,0
FIN_ee1709677a,69,Male,North,29960,545,18419,4310,24078,51098,Retired,Married,Rent,75,1,Personal,11,0.37,3,0.15,97732,78485,No,1759,0
FIN_2c47e29b38,79,Male,South,55733,742,30304,4422,31680,-2517,Unemployed,Married,Mortgage,34,4,Business,12,0.34,3,0.23,109458,54558,No,889,0
FIN_f73c2ba74b,75,Male,North,72180,506,17267,1921,-2447,70475,Unemployed,Single,Mortgage,37,5,Education,3,0.49,1,0.19,181756,262747,Yes,1467,0
FIN_d6ec35409c,69,Female,West,47384,536,33108,5779,21471,85562,Retired,Divorced,Rent,56,1,Home,26,0.8,9,0.26,126679,325353,No,896,0
FIN_2475ca0914,29,Female,West,64240,664,26868,2963,19596,35650,Employed,Divorced,Own,24,4,Home,21,0.22,5,0.3,111996,281893,No,91,0
FIN_41bb105004,56,Female,South,67675,583,18638,5107,42263,43569,Unemployed,Single,Mortgage,0,3,Education,5,0.72,8,0.29,151183,375177,No,1754,1
FIN_e4df24379e,19,Male,East,78793,681,18380,3995,16509,57400,Unemployed,Widowed,Own,34,5,Personal,29,0.55,8,0.22,73496,255654,No,-402,0
FIN_b6c159979a,20,Female,West,111089,767,11427,2025,54404,55332,Employed,Widowed,Own,37,1,Personal,25,0.72,5,0.17,65267,450457,No,1160,0
FIN_0cdd3c4606,73,Female,South,61353,511,19185,2740,4877,51748,Unemployed,Single,Mortgage,64,5,Home,18,0.27,3,0.17,12755,327253,No,306,0
FIN_3d239955b2,76,Male,South,17299,621,20910,3221,13033,55284,Employed,Widowed,Own,53,3,Home,22,0.4,5,0.1,20667,266146,No,1251,0
FIN_a3eac1a7eb,19,Female,West,60492,736,23228,4415,52283,48326,Unemployed,Single,Mortgage,27,2,Education,5,0.82,3,0.02,158071,249627,No,2194,0
FIN_c57fe9379a,19,Female,South,32694,773,24413,3874,26483,99445,Retired,Single,Mortgage,91,3,Education,10,0.71,0,0.29,149842,125837,No,1204,0
FIN_2050b709e3,71,Male,West,67804,636,27156,2119,22485,27066,Employed,Married,Own,18,3,Education,38,0.87,5,0.04,83860,373417,No,1162,1
FIN_97776a454e,18,Male,North,65024,637,6512,27,42387,17633,Unemployed,Single,Mortgage,99,4,Business,32,0.49,7,0.02,83286,69326,Yes,917,0
FIN_9cd9c0a109,36,Female,North,55983,685,17021,3538,21291,60801,Unemployed,Widowed,Mortgage,53,5,Car,14,0.61,7,0.02,40800,297462,No,531,0
FIN_b1df5cf708,19,Female,South,35469,539,12898,-454,40527,25548,Employed,Widowed,Mortgage,57,2,Business,19,0.31,8,0.29,112916,91085,No,1090,1
